countyfips,year,DS_O3_pred,DS_O3_stdd
67,2020,40.133488130184106,4.027847035933102
69,2016,36.595701937406855,3.967283631395926
69,2017,38.57719202988792,4.110870560398506
69,2018,37.836217434620174,4.065032727272727
69,2019,38.281435616438356,4.032111631382316
69,2020,37.175376593806922,4.037219421675774
71,2016,52.720993142742903,4.557701671923823
71,2017,54.141473742436054,4.659954994988306
71,2018,53.21428735196941,4.656510446597617
71,2019,52.361722975832498,4.545603611389539
71,2020,55.328709925185863,4.763789902436736
73,2016,42.999008069478216,4.234494558178855
73,2017,44.247062725306417,4.433572063970636
73,2018,42.929288243647724,4.407234963186297
73,2019,42.05900597758406,4.251679280767298
73,2020,42.537228433095328,4.336129365467743
75,2016,28.158602631872421,3.3670137476302
75,2017,28.423287950796757,3.408218796477495
75,2018,28.175726796197931,3.402987530053117
75,2019,29.883222309197652,3.470576088901314
75,2020,29.488864328585506,3.507407139657798
77,2016,39.275565550182805,4.072074371977828
77,2017,40.473879609736868,4.188090535133537
77,2018,40.189591307775697,4.182364872376072
77,2019,39.633207588449788,4.109109537794422
77,2020,39.409574963884178,4.153738750706614
79,2016,37.220785869677286,4.010611289823693
79,2017,38.822696355647454,4.157773093822693
79,2018,37.891261101059705,4.116462486430602
79,2019,36.87736169552856,3.989864642026363
79,2020,35.881077673692428,4.01015343481655
81,2016,29.692440110327177,3.601231624818427
81,2017,30.324005722212589,3.664896816368996
81,2018,29.627037992023582,3.628514279521415
81,2019,31.125559805791573,3.672081768683891
81,2020,30.688421597261479,3.712780166132781
83,2016,38.087983443850924,3.913958138392583
83,2017,38.756324765276281,4.021357546559951
83,2018,37.714146960135447,3.969816909342774
83,2019,36.918179652147145,3.889737848237648
83,2020,35.18490815661503,3.889898250363463
85,2016,34.526811810329632,3.808981718226688
85,2017,36.576644866696126,3.958408914420386
85,2018,35.626123862129916,3.884419226690234
85,2019,36.34585380762999,3.870463619089704
85,2020,35.767099813832637,3.90402264411229
87,2016,32.856177091214796,3.82411762295082
87,2017,35.129434562697576,3.995627133825079
87,2018,34.609559641728135,3.94368758166491
87,2019,34.748296996838778,3.88533322971549
87,2020,32.818087978142076,3.840551947697112
89,2016,38.538517918943534,4.068585615892532
89,2017,40.110505365296804,4.210706489726027
89,2018,39.679874372146119,4.215796655251142
89,2019,38.1735625,4.101364326484018
89,2020,38.1088056284153,4.158889120218579
91,2016,45.090472131147541,5.209962295081967
91,2017,46.839057534246575,5.321954794520548
91,2018,47.383884931506849,5.428571232876712
91,2019,44.465512328767123,5.104822465753425
91,2020,45.52881693989071,5.20689781420765
93,2016,33.705051288056206,4.685820003903201
93,2017,39.538629354207436,5.402878356164384
93,2018,40.586099412915851,5.123698747553816
93,2019,37.114002739726027,4.821131624266145
93,2020,36.814433572404372,4.851521635928962
95,2016,34.125428088000911,3.688511168032787
95,2017,35.803958761415525,3.819700142694064
95,2018,35.056185216894977,3.778681800799087
95,2019,36.060174628995434,3.7891549543379
95,2020,35.909285491803279,3.856284243169399
97,2016,31.34135979742783,3.804885952420379
97,2017,33.150269185000692,3.939122886398229
97,2018,32.68138397675384,3.936647200774872
97,2019,33.26556095198561,4.011704566210046
97,2020,32.055952163396936,3.98553516303861
99,2016,42.976939126264388,4.260572863620509
99,2017,44.293399329641504,4.368320571262023
99,2018,43.093720693675313,4.326711116292626
99,2019,42.049341533080734,4.235587948120082
99,2020,42.258529103239656,4.30855674765808
101,2016,39.984544002081707,4.075105646630237
101,2017,40.690166079582518,4.182435407697326
101,2018,39.887295759947815,4.141645896934116
101,2019,39.227477886497065,4.060307619047619
101,2020,39.720818240957585,4.13206808482956
103,2016,40.001708544461004,4.326034202682563
103,2017,41.094820423412204,4.448016911581569
103,2018,41.120263511830635,4.474074694894147
103,2019,40.31466201743462,4.346509564134496
103,2020,39.602597580015613,4.362842096018735
105,2016,34.482758142076503,4.813717704918033
105,2017,38.119672876712329,5.093951452054794
105,2018,37.89170794520548,5.049678136986301
105,2019,36.031068493150685,4.843696547945206
105,2020,35.670687158469945,4.843223428961749
107,2016,49.238704665825977,4.649096833403391
107,2017,51.161942395504039,4.810628331577099
107,2018,49.868606989813839,4.733870660344222
107,2019,47.155398911134528,4.54403445029856
107,2020,48.107568942649477,4.659548599395193
109,2016,47.09028956780924,4.849877446597119
109,2017,47.272,4.889519626400996
109,2018,46.518349439601494,4.878189638854296
109,2019,45.644439352428394,4.749710410958904
109,2020,44.830770643594414,4.742599514268367
111,2016,43.248161914463502,4.296229122840267
111,2017,44.283960424419986,4.395226874653575
111,2018,43.130419859054557,4.354257939662681
111,2019,42.825672151397577,4.263571692137145
111,2020,42.592299180327869,4.353769667817084
113,2016,37.800542789550846,3.865287991470079
113,2017,39.006309722686268,3.979382539258269
113,2018,38.875460808553291,3.998619639158035
113,2019,38.801669695957234,3.960406281323087
113,2020,38.022007217238891,3.988209408186411
115,2016,41.119547209211554,4.230998380171741
115,2017,42.360485322896282,4.339051174168298
115,2018,41.205876516634051,4.335442191780822
115,2019,40.43975831702544,4.219780019569472
115,2020,41.400024446361806,4.32339099798677
